Level,Semester,GPA,Program,English in specialty,Human rights and the fight against corruption,Fundamentals of management,Calculus,Electronics,Fundamentals of computer science,Optical physics,Scientific and technical report writing,Discrete structures,Linear algebra,Probability and statistics,Programming,E-learning,Mutimedia,Advanced programming,Data structures,Logic design,Data communication,System analysis and design,Signals and systems,Operating systems,Software engineering,Computer network,Database system,Modeling and simulation,File organization and processing,Creative thinking,Computer graphics,Artificial intelligence,Information and computer networks security,Computer architecture and organization,Internet technology,Algorithms,Computer architecture,Advanced database systems,Advanced analysis and design of information systems,Concepts of porgramming languages,Genetic algorithms,Pattern recognition,Digital signals processing,Numerical methods,Advanced software engineering,Communication technology,Wireless and mobile networks,Data storage and retrieval,Advanced analysis and design of information systems,Data warehousing,Geographic information systems,Internet applications,Image processing,Advanced multimedia,Parallel processing,Project-1,Computer vision,Machine learning,Advanced computers networks,Selected Topics in information technology,Database design,Management information systems,Data mining,Selected topics in information systems,Neural networks,Knowledge based systems,Project-2,Compilers,Natural language processing,Embedded systems,Virtual reality,Distributed database,Quality assurance of information systems and programming,Output
1,2,2.56,general,87,72,70,76,74,81,73,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,2.44,general,87,72,70,76,74,81,73,pc,pc,pc,pc,pc,pc,pc,63,66,65,78,74,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.72,cs,87,72,70,76,74,81,73,pc,pc,pc,pc,pc,pc,pc,63,66,65,78,74,86,80,93,82,80,92,83,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Artificial intelligence ','Information and computer networks security
','Computer architecture and organization ','Internet technology ','Algorithms']"
3,1,2.83,cs,87,72,70,76,74,81,73,pc,pc,pc,pc,pc,pc,pc,63,66,65,78,74,86,80,93,82,80,92,83,85,90,91,83,82,77,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Genetic algorithms','Pattern recognition','Digital signals processing
','Numerical methods','Advanced software engineering']"
3,2,2.82,cs,87,72,70,76,74,81,73,pc,pc,pc,pc,pc,pc,pc,63,66,65,78,74,86,80,93,82,80,92,83,85,90,91,83,82,77,81,,,,69,74,80,87,77,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['mage processing ','Advanced multimedia
','Parallel processing ','Project-1','Computer vision ','Machine learning']"
4,1,2.95,cs,87,72,70,76,74,81,73,pc,pc,pc,pc,pc,pc,pc,63,66,65,78,74,86,80,93,82,80,92,83,85,90,91,83,82,77,81,,,,69,74,80,87,77,89,,,,,,,,84,93,81,95,99,99,,,,,,,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2 ','Compilers','Natural language processing']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,0.98,general,65,56,60,60,55,64,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.06,general,65,69,60,60,67,64,26,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
']"
2,1,1.22,general,65,69,60,60,67,64,26,pc,pc,pc,pc,pc,pc,pc,72,74,46,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Computer network','Modeling and simulation','Creative thinking ']"
2,2,1.49,general,65,69,60,60,67,64,26,pc,pc,pc,pc,pc,pc,pc,72,74,66,62,48,,61,,70,71,76,60,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Internet technology ','Algorithms','Signals and systems','Information and computer networks security']"
3,1,1.59,cs,65,69,60,60,67,64,26,pc,pc,pc,pc,pc,pc,pc,72,74,66,62,48,74,61,,70,71,76,60,76,,,71,,64,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Digital signals processing','Numerical methods','Advanced software engineering']"
3,2,1.78,cs,65,69,60,60,67,64,86,pc,pc,pc,pc,pc,pc,pc,72,74,66,62,79,74,61,,70,71,76,60,76,,,71,,64,69,,,,65,,,64,67,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Advanced multimedia','Artificial intelligence','Pattern recognition']"
4,1,1.85,cs,65,69,60,60,67,64,86,pc,pc,pc,pc,pc,pc,pc,72,74,66,62,79,74,61,,70,71,76,60,76,74,70,71,70,64,69,,,,65,,,64,67,93,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,"['Neural networks','Genetic algorithms',' Database system','Pattern recognition']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.94,general,82,61,68,79,68,77,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.05,general,82,61,68,79,68,77,77,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,2.49,general,82,61,68,79,68,77,77,pc,pc,pc,pc,pc,pc,pc,81,86,79,94,67,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.68,cs,82,61,68,79,68,77,77,pc,pc,pc,pc,pc,pc,pc,81,86,79,94,67,88,83,97,80,90,79,77,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Artificial intelligence ','Information and computer networks security
','Computer architecture and organization ','Internet technology ','Algorithms']"
3,1,2.76,cs,82,61,68,79,68,77,77,pc,pc,pc,pc,pc,pc,pc,81,86,79,94,67,88,83,97,80,90,79,77,78,85,90,81,75,78,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Genetic algorithms','Pattern recognition','Digital signals processing
','Numerical methods','Advanced software engineering']"
3,2,2.8,cs,82,61,68,79,68,77,77,pc,pc,pc,pc,pc,pc,pc,81,86,79,94,67,88,83,97,80,90,79,77,78,85,90,81,75,78,76,,,,81,82,72,75,82,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['mage processing ','Advanced multimedia
','Parallel processing ','Project-1','Computer vision ','Machine learning']"
4,1,2.87,cs,82,61,68,79,68,77,77,pc,pc,pc,pc,pc,pc,pc,81,86,79,94,67,88,83,97,80,90,79,77,78,85,90,81,75,78,76,,,,81,82,72,75,82,91,,,,,,,,76,90,75,96,88,81,,,,,,,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2 ','Compilers','Natural language processing']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.41,general,81,68,70,79,72,78,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.41,general,81,68,70,79,72,78,68,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,2.79,general,81,68,70,79,72,78,68,pc,pc,pc,pc,pc,pc,pc,82,87,78,94,72,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,3.07,cs,81,68,70,79,72,78,68,pc,pc,pc,pc,pc,pc,pc,82,87,78,94,72,99,80,98,95,92,95,87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Artificial intelligence ','Information and computer networks security
','Computer architecture and organization ','Internet technology ','Algorithms']"
3,1,3.15,cs,81,68,70,79,72,78,68,pc,pc,pc,pc,pc,pc,pc,82,87,78,94,72,99,80,98,95,92,95,87,85,85,98,88,85,94,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Genetic algorithms','Pattern recognition','Digital signals processing
','Numerical methods','Advanced software engineering']"
3,2,3.25,cs,81,68,70,79,72,78,68,pc,pc,pc,pc,pc,pc,pc,82,87,78,94,72,99,80,98,95,92,95,87,85,85,98,88,85,94,78,,,,82,93,91,97,93,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['mage processing ','Advanced multimedia
','Parallel processing ','Project-1','Computer vision ','Machine learning']"
4,1,3.34,cs,81,68,70,79,72,78,68,pc,pc,pc,pc,pc,pc,pc,82,87,78,94,72,99,80,98,95,92,95,87,85,85,98,88,85,94,78,,,,82,93,91,97,93,95,,,,,,,,85,95,86,96,98,98,,,,,,,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2 ','Compilers','Natural language processing']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.95,general,87,69,92,91,74,93,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.95,general,87,69,92,91,74,93,67,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,3.32,general,87,69,92,91,74,93,67,pc,pc,pc,pc,pc,pc,pc,92,95,92,100,76,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,3.54,cs,87,69,92,91,74,93,67,pc,pc,pc,pc,pc,pc,pc,92,95,92,100,76,97,97,98,99,99,99,100,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Artificial intelligence ','Information and computer networks security
','Computer architecture and organization ','Internet technology ','Algorithms']"
3,1,3.58,cs,87,69,92,91,74,93,67,pc,pc,pc,pc,pc,pc,pc,92,95,92,100,76,97,97,98,99,99,99,100,94,95,100,95,91,93,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Genetic algorithms','Pattern recognition','Digital signals processing
','Numerical methods','Advanced software engineering']"
3,2,3.63,cs,87,69,92,91,74,93,67,pc,pc,pc,pc,pc,pc,pc,92,95,92,100,76,97,97,98,99,99,99,100,94,95,100,95,91,93,84,,,,92,87,95,97,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['mage processing ','Advanced multimedia
','Parallel processing ','Project-1','Computer vision ','Machine learning']"
4,1,3.68,cs,87,69,92,91,74,93,67,pc,pc,pc,pc,pc,pc,pc,92,95,92,100,76,97,97,98,99,99,99,100,94,95,100,95,91,93,84,,,,92,87,95,97,96,98,,,,,,,,92,96,91,96,99,97,,,,,,,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2 ','Compilers','Natural language processing']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.71,general,85,65,65,87,67,85,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.25,general,85,65,65,87,67,85,79,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,2.43,general,85,65,65,87,67,85,79,pc,pc,pc,pc,pc,pc,pc,69,87,72,83,67,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.68,cs,85,65,65,87,67,85,79,pc,pc,pc,pc,pc,pc,pc,69,87,72,83,67,88,72,96,91,87,83,92,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Artificial intelligence ','Information and computer networks security
','Computer architecture and organization ','Internet technology ','Algorithms']"
3,1,2.71,cs,85,65,65,87,67,85,79,pc,pc,pc,pc,pc,pc,pc,69,87,72,83,67,88,72,96,91,87,83,92,75,77,88,81,73,83,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Genetic algorithms','Pattern recognition','Digital signals processing
','Numerical methods','Advanced software engineering']"
3,2,2.73,cs,85,65,65,87,67,85,79,pc,pc,pc,pc,pc,pc,pc,69,87,72,83,67,88,72,96,91,87,83,92,75,77,88,81,73,83,77,,,,80,80,68,79,77,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['mage processing ','Advanced multimedia
','Parallel processing ','Project-1','Computer vision ','Machine learning']"
4,1,2.85,cs,85,65,65,87,67,85,79,pc,pc,pc,pc,pc,pc,pc,69,87,72,83,67,88,72,96,91,87,83,92,75,77,88,81,73,83,77,,,,80,80,68,79,77,89,,,,,,,,84,91,84,96,93,90,,,,,,,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2 ','Compilers','Natural language processing']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.4,general,62,62,76,56,72,63,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.46,general,62,62,76,85,72,63,45,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
']"
2,1,1.73,general,62,62,76,85,72,63,45,pc,pc,pc,pc,pc,pc,pc,65,61,65,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network','Modeling and simulation','File organization and processing
']"
2,2,2.09,cs,62,62,76,85,72,63,45,pc,pc,pc,pc,pc,pc,pc,65,61,65,86,69,,76,92,80,73,76,69,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Artificial intelligence ','Information and computer networks security
','Computer architecture and organization ','Internet technology ','Algorithms']"
3,1,2.21,cs,62,62,76,85,72,63,45,pc,pc,pc,pc,pc,pc,pc,65,61,65,86,69,,76,92,80,73,76,69,86,75,78,69,77,80,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Genetic algorithms','Pattern recognition','Digital signals processing
','Numerical methods','Advanced software engineering']"
3,2,2.33,cs,62,62,76,85,72,63,98,pc,pc,pc,pc,pc,pc,pc,65,61,65,86,69,86,76,92,80,73,76,69,86,75,78,69,77,80,70,,,,69,74,75,72,69,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['mage processing ','Advanced multimedia
','Parallel processing ','Project-1','Computer vision ','Machine learning']"
4,1,2.48,cs,62,62,76,85,72,63,98,pc,pc,pc,pc,pc,pc,pc,65,61,65,86,69,86,76,92,80,73,76,69,86,75,78,69,77,80,70,,,,69,74,75,72,69,87,,,,,,,,82,85,77,96,88,89,,,,,,,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2 ','Compilers','Natural language processing']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,0.51,general,43,51,60,52,46,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.09,general,78,60,60,87,69,67,51,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
']"
2,1,1.67,general,78,60,60,87,69,67,51,pc,pc,pc,pc,pc,pc,pc,86,78,84,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network','Modeling and simulation','File organization and processing
']"
2,2,2.19,cs,78,60,60,87,69,67,51,pc,pc,pc,pc,pc,pc,pc,86,78,84,92,78,,77,96,94,84,91,83,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Artificial intelligence ','Information and computer networks security
','Computer architecture and organization ','Internet technology ','Algorithms']"
3,1,2.33,cs,78,60,60,87,69,67,51,pc,pc,pc,pc,pc,pc,pc,86,78,84,92,78,,77,96,94,84,91,83,80,86,82,72,77,72,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Genetic algorithms','Pattern recognition','Digital signals processing
','Numerical methods','Advanced software engineering']"
3,2,2.52,cs,78,60,60,87,69,67,94,pc,pc,pc,pc,pc,pc,pc,86,78,84,92,78,93,77,96,94,84,91,83,80,86,82,72,77,72,86,,,,84,76,73,92,86,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['mage processing ','Advanced multimedia
','Parallel processing ','Project-1','Computer vision ','Machine learning']"
4,1,2.56,cs,78,60,60,87,69,67,94,pc,pc,pc,pc,pc,pc,pc,86,78,84,92,78,93,77,96,94,84,91,83,80,86,82,72,77,72,86,,,,84,76,73,92,86,88,,,,,,,,86,79,64,88,82,78,,,,,,,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2 ','Compilers','Natural language processing']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,0,general,42,19,27,17,40,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,0.59,general,95,73,27,17,48,63,6,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Calculus','Electronics','Advanced programming','Data communication']"
2,1,0.87,general,95,73,27,57,55,63,6,pc,pc,pc,pc,pc,pc,pc,81,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network','Modeling and simulation','File organization and processing
']"
2,2,1.62,general,95,73,27,57,64,63,6,pc,pc,pc,pc,pc,pc,pc,81,70,80,82,64,,73,98,90,,86,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Information and computer networks security','Internet technology ','Algorithms','Signals and systems']"
3,1,1.86,cs,95,73,27,57,64,63,6,pc,pc,pc,pc,pc,pc,pc,81,70,80,82,64,95,73,98,90,,86,91,,,,89,,89,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Digital signals processing
','Creative thinking','Advanced software engineering']"
3,2,2.12,cs,95,73,27,83,64,63,95,pc,pc,pc,pc,pc,pc,pc,81,70,80,82,64,95,73,98,90,,86,91,78,,,89,,89,69,,,,73,,,87,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics','Advanced multimedia
','Artificial intelligence','Computer vision','Computer vision ','Computer architecture and organization','Professional ethics']"
4,1,2.27,cs,95,73,27,83,64,63,95,pc,pc,pc,pc,pc,pc,pc,81,70,80,82,64,95,73,98,90,,86,91,78,81,89,89,94,89,69,,,,73,,,87,,96,,,,,,,,,72,,,82,,,,,,,,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-1 ','Compilers','Natural language processing','Pattern recognition']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.17,general,88,65,66,74,76,90,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.33,general,88,65,66,74,76,90,87,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,2.8,general,88,65,66,74,76,90,87,pc,pc,pc,pc,pc,pc,pc,77,88,90,95,77,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,3.07,cs,88,65,66,74,76,90,87,pc,pc,pc,pc,pc,pc,pc,77,88,90,95,77,91,89,98,92,98,87,89,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics ','Artificial intelligence ','Information and computer networks security
','Computer architecture and organization ','Internet technology ','Algorithms']"
3,1,3.13,cs,88,65,66,74,76,90,87,pc,pc,pc,pc,pc,pc,pc,77,88,90,95,77,91,89,98,92,98,87,89,90,90,96,91,81,83,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Concepts of porgramming languages ','Genetic algorithms','Pattern recognition','Digital signals processing
','Numerical methods','Advanced software engineering']"
